Variety;Treatment;Id;Plant;Leaf;Date;Time;Fm.;PAR;Temp;Y..II.;ETR;SPAD;alpha;ETRm;Ik
V8;S-AF;4;D_V8_4;9;08/10/2020;10:18:18;1289;129;30.6;0.445;24.1;41.2;0.19;43.633;229.603
V8;S-AF;4;D_V8_4;9;08/10/2020;10:20:18;1106;1186;31.7;0.09;44.8;41.2;0.19;43.633;229.603
V8;S-AF;7;D_V8_7;9;06/10/2020;10:19:51;1142;433;30.6;0.236;42.9;35.1;0.239;45.26;189.167
V8;S-AF;7;D_V8_7;9;06/10/2020;10:19:31;1183;294;30.4;0.324;40;35.1;0.239;45.26;189.167
V8;S-AF;7;D_V8_7;9;06/10/2020;10:20:31;1111;847;31.4;0.128;45.5;35.1;0.239;45.26;189.167
V8;S-AF;7;D_V8_7;9;06/10/2020;10:20:51;1047;1184;31.9;0.093;46.2;35.1;0.239;45.26;189.167
V8;S-AF;7;D_V8_7;9;06/10/2020;10:19:11;1249;196;30.4;0.42;34.6;35.1;0.239;45.26;189.167
V8;S-AF;7;D_V8_7;9;06/10/2020;10:21:11;999;1544;32.2;0.07;45.4;35.1;0.239;45.26;189.167
V8;S-AF;7;D_V8_7;9;06/10/2020;10:18:51;1352;129;30.4;0.524;28.4;35.1;0.239;45.26;189.167
V8;S-AF;7;D_V8_7;9;06/10/2020;10:20:11;1155;648;31.1;0.169;46;35.1;0.239;45.26;189.167
V8;S-AF;7;D_V8_7;9;06/10/2020;10:18:31;1574;0;30.6;0.731;0;35.1;0.239;45.26;189.167
V8;S-AF;8;D_V8_8;9;07/10/2020;10:05:11;1251;1186;30.7;0.107;53.3;34.3;0.243;50.728;209.005
V8;S-AF;8;D_V8_8;9;07/10/2020;10:04:51;1310;847;30.4;0.142;50.5;34.3;0.243;50.728;209.005
V8;S-AF;8;D_V8_8;9;07/10/2020;10:03:31;1417;196;29.8;0.453;37.3;34.3;0.243;50.728;209.005
V8;S-AF;8;D_V8_8;9;07/10/2020;10:04:11;1345;434;30;0.257;46.8;34.3;0.243;50.728;209.005
V8;S-AF;8;D_V8_8;9;07/10/2020;10:03:11;1506;129;29.9;0.554;30;34.3;0.243;50.728;209.005
V8;S-AF;8;D_V8_8;9;07/10/2020;10:02:51;1550;0;30.6;0.726;0;34.3;0.243;50.728;209.005
V8;S-AF;8;D_V8_8;9;07/10/2020;10:04:31;1337;649;30.2;0.178;48.5;34.3;0.243;50.728;209.005
V8;S-AF;8;D_V8_8;9;07/10/2020;10:05:31;1174;1546;31.1;0.082;53.2;34.3;0.243;50.728;209.005
V8;S-AF;8;D_V8_8;9;07/10/2020;10:03:51;1369;294;29.8;0.348;43;34.3;0.243;50.728;209.005
V8;S-AF;9;D_V8_9;9;08/10/2020;10:15:20;1193;649;31.1;0.127;34.6;38.2;0.212;35.41;166.962
V8;S-AF;9;D_V8_9;9;08/10/2020;10:15:00;1231;434;30.9;0.189;34.5;38.2;0.212;35.41;166.962
V8;S-AF;9;D_V8_9;9;08/10/2020;10:14:40;1260;294;30.6;0.261;32.2;38.2;0.212;35.41;166.962
V8;S-AF;9;D_V8_9;9;08/10/2020;10:16:00;1112;1186;31.7;0.071;35.4;38.2;0.212;35.41;166.962
V8;S-AF;9;D_V8_9;9;08/10/2020;10:13:40;1606;0;30.5;0.735;0;38.2;0.212;35.41;166.962
V8;S-AF;9;D_V8_9;9;08/10/2020;10:14:20;1308;196;30.6;0.349;28.7;38.2;0.212;35.41;166.962
V8;S-AF;9;D_V8_9;9;08/10/2020;10:14:00;1389;129;30.5;0.443;24;38.2;0.212;35.41;166.962
V8;S-AF;9;D_V8_9;9;08/10/2020;10:16:20;1070;1547;32.2;0.057;37;38.2;0.212;35.41;166.962
V8;S-AF;9;D_V8_9;9;08/10/2020;10:15:40;1155;848;31.3;0.101;36;38.2;0.212;35.41;166.962
V8;S;2;L_V8_2;9;06/10/2020;11:25:06;896;1190;33.2;0.126;63;41.2;0.243;62.077;255.263
V8;S;2;L_V8_2;9;06/10/2020;11:24:26;1037;652;32.6;0.222;60.8;41.2;0.243;62.077;255.263
V8;S;2;L_V8_2;9;06/10/2020;11:24:46;968;851;32.9;0.175;62.5;41.2;0.243;62.077;255.263
V8;S;2;L_V8_2;9;06/10/2020;11:23:06;1414;130;31.9;0.574;31.3;41.2;0.243;62.077;255.263
V8;S;2;L_V8_2;9;06/10/2020;11:25:26;844;1553;33.6;0.097;63.3;41.2;0.243;62.077;255.263
V8;S;2;L_V8_2;9;06/10/2020;11:24:06;1122;436;32.4;0.304;55.7;41.2;0.243;62.077;255.263
V8;S;2;L_V8_2;9;06/10/2020;11:23:26;1309;197;32.1;0.495;41;41.2;0.243;62.077;255.263
V8;S;2;L_V8_2;9;06/10/2020;11:23:46;1201;295;32.2;0.396;49.1;41.2;0.243;62.077;255.263
V8;S;2;L_V8_2;9;06/10/2020;11:22:46;1455;0;32;0.711;0;41.2;0.243;62.077;255.263
V8;S;3;L_V8_3;9;07/10/2020;11:18:10;1111;1192;31.1;0.12;60.1;43.1;0.189;58.293;308.211
V8;S;3;L_V8_3;9;07/10/2020;11:17:30;1216;652;30.9;0.192;52.6;43.1;0.189;58.293;308.211
V8;S;3;L_V8_3;9;07/10/2020;11:18:30;1053;1555;31.6;0.096;62.7;43.1;0.189;58.293;308.211
V8;S;3;L_V8_3;9;07/10/2020;11:17:10;1244;436;30.7;0.265;48.5;43.1;0.189;58.293;308.211
V8;S;3;L_V8_3;9;07/10/2020;11:16:10;1338;130;30.9;0.484;26.4;43.1;0.189;58.293;308.211
V8;S;3;L_V8_3;9;07/10/2020;11:17:50;1167;852;31;0.159;56.9;43.1;0.189;58.293;308.211
V8;S;3;L_V8_3;9;07/10/2020;11:15:50;1545;0;31.4;0.717;0;43.1;0.189;58.293;308.211
V8;S;3;L_V8_3;9;07/10/2020;11:16:50;1253;296;30.7;0.339;42.1;43.1;0.189;58.293;308.211
V8;S;3;L_V8_3;9;07/10/2020;11:16:30;1284;197;30.9;0.423;35;43.1;0.189;58.293;308.211
V8;S;4;L_V8_4;9;08/10/2020;11:10:37;1388;435;30.7;0.202;36.9;37;0.208;39.367;189.456
V8;S;4;L_V8_4;9;08/10/2020;11:11:37;1328;1191;31.3;0.087;43.5;37;0.208;39.367;189.456
V8;S;4;L_V8_4;9;08/10/2020;11:11:17;1355;851;30.9;0.111;39.7;37;0.208;39.367;189.456
V8;S;4;L_V8_4;9;08/10/2020;11:09:17;1565;0;31.4;0.717;0;37;0.208;39.367;189.456
V8;S;4;L_V8_4;9;08/10/2020;11:09:37;1494;129;30.9;0.46;24.9;37;0.208;39.367;189.456
V8;S;4;L_V8_4;9;08/10/2020;11:11:57;1276;1553;31.6;0.059;38.5;37;0.208;39.367;189.456
V8;S;4;L_V8_4;9;08/10/2020;11:09:57;1414;197;30.6;0.365;30.2;37;0.208;39.367;189.456
V8;S;4;L_V8_4;9;08/10/2020;11:10:17;1390;295;30.6;0.279;34.6;37;0.208;39.367;189.456
V8;S;4;L_V8_4;9;08/10/2020;11:10:57;1378;651;30.8;0.139;38;37;0.208;39.367;189.456
V8;S;7;L_V8_7;9;06/10/2020;11:20:49;995;851;32.5;0.105;37.5;36.6;0.166;36.256;218.999
V8;S;7;L_V8_7;9;06/10/2020;11:21:09;957;1190;32.9;0.075;37.5;36.6;0.166;36.256;218.999
V8;S;7;L_V8_7;9;06/10/2020;11:19:29;1165;197;32.1;0.312;25.8;36.6;0.166;36.256;218.999
V8;S;7;L_V8_7;9;06/10/2020;11:20:09;1070;435;32.2;0.184;33.6;36.6;0.166;36.256;218.999
V8;S;7;L_V8_7;9;06/10/2020;11:18:49;1359;0;32.2;0.706;0;36.6;0.166;36.256;218.999
V8;S;7;L_V8_7;9;06/10/2020;11:21:29;921;1553;33.3;0.055;35.9;36.6;0.166;36.256;218.999
V8;S;7;L_V8_7;9;06/10/2020;11:20:29;1030;651;32.4;0.13;35.5;36.6;0.166;36.256;218.999
V8;S;7;L_V8_7;9;06/10/2020;11:19:49;1118;295;32.2;0.246;30.5;36.6;0.166;36.256;218.999
V8;S;7;L_V8_7;9;06/10/2020;11:19:09;1234;129;31.9;0.382;20.7;36.6;0.166;36.256;218.999
V8;S;8;L_V8_8;9;07/10/2020;11:12:33;1104;436;31.2;0.341;62.4;34.9;0.227;76.073;334.903
V8;S;8;L_V8_8;9;07/10/2020;11:11:53;1318;197;31.2;0.511;42.3;34.9;0.227;76.073;334.903
V8;S;8;L_V8_8;9;07/10/2020;11:13:33;898;1191;31.6;0.16;80;34.9;0.227;76.073;334.903
V8;S;8;L_V8_8;9;07/10/2020;11:12:13;1201;296;31.3;0.432;53.7;34.9;0.227;76.073;334.903
V8;S;8;L_V8_8;9;07/10/2020;11:11:33;1402;130;31.4;0.561;30.6;34.9;0.227;76.073;334.903
V8;S;8;L_V8_8;9;07/10/2020;11:12:53;1022;652;31.2;0.254;69.6;34.9;0.227;76.073;334.903
V8;S;8;L_V8_8;9;07/10/2020;11:13:53;839;1553;31.9;0.119;77.6;34.9;0.227;76.073;334.903
V8;S;8;L_V8_8;9;07/10/2020;11:11:13;1392;0;31.8;0.672;0;34.9;0.227;76.073;334.903
V8;S;8;L_V8_8;9;07/10/2020;11:13:13;957;852;31.4;0.206;73.7;34.9;0.227;76.073;334.903
V8;S;9;L_V8_9;9;08/10/2020;11:03:44;1463;197;29.9;0.541;44.8;44.4;0.258;71.351;276.412
V8;S;9;L_V8_9;9;08/10/2020;11:05:44;1147;1552;31.3;0.111;72.4;44.4;0.258;71.351;276.412
V8;S;9;L_V8_9;9;08/10/2020;11:05:24;1201;1190;31;0.145;72.5;44.4;0.258;71.351;276.412
V8;S;9;L_V8_9;9;08/10/2020;11:04:24;1336;435;30.4;0.35;63.9;44.4;0.258;71.351;276.412
V8;S;9;L_V8_9;9;08/10/2020;11:05:04;1246;851;30.6;0.201;71.8;44.4;0.258;71.351;276.412
V8;S;9;L_V8_9;9;08/10/2020;11:04:04;1401;295;30.1;0.446;55.3;44.4;0.258;71.351;276.412
V8;S;9;L_V8_9;9;08/10/2020;11:04:44;1284;651;30.6;0.249;68.1;44.4;0.258;71.351;276.412
V8;S;9;L_V8_9;9;08/10/2020;11:03:24;1510;129;29.9;0.595;32.2;44.4;0.258;71.351;276.412
V8;S;9;L_V8_9;9;08/10/2020;11:03:04;1513;0;30.1;0.695;0;44.4;0.258;71.351;276.412
