Variety;Treatment;Id;Plant;Leaf;Date;Time;Fm.;PAR;Temp;Y..II.;ETR;SPAD;alpha;ETRm;Ik
V5;S;3;L_V5_3;9;07/10/2020;10:31:52;1314;0;31.1;0.682;0;51.1;0.261;80.242;307.173
V5;S;3;L_V5_3;9;07/10/2020;10:32:12;1388;129;30.6;0.61;33;51.1;0.261;80.242;307.173
V5;S;3;L_V5_3;9;07/10/2020;10:33:52;815;846;31.9;0.228;81;51.1;0.261;80.242;307.173
V5;S;3;L_V5_3;9;07/10/2020;10:34:12;749;1184;32.4;0.164;81.6;51.1;0.261;80.242;307.173
V5;S;3;L_V5_3;9;07/10/2020;10:34:32;706;1543;33;0.123;79.7;51.1;0.261;80.242;307.173
V5;S;3;L_V5_3;9;07/10/2020;10:33:12;1002;433;30.9;0.382;69.5;51.1;0.261;80.242;307.173
V5;S;3;L_V5_3;9;07/10/2020;10:32:52;1125;294;30.7;0.478;59;51.1;0.261;80.242;307.173
V5;S;3;L_V5_3;9;07/10/2020;10:33:32;891;648;31.4;0.281;76.5;51.1;0.261;80.242;307.173
V5;S;4;L_V5_4;9;08/10/2020;10:36:42;1617;0;31.5;0.677;0;39.6;0.103;23.396;227.745
V5;S;4;L_V5_4;9;08/10/2020;10:37:42;1170;294;31.9;0.154;19;39.6;0.103;23.396;227.745
V5;S;4;L_V5_4;9;08/10/2020;10:38:42;1099;847;32.7;0.068;24.2;39.6;0.103;23.396;227.745
V5;S;4;L_V5_4;9;08/10/2020;10:37:02;1250;129;31.6;0.242;13.1;39.6;0.103;23.396;227.745
V5;S;4;L_V5_4;9;08/10/2020;10:37:22;1208;196;31.6;0.202;16.6;39.6;0.103;23.396;227.745
V5;S;4;L_V5_4;9;08/10/2020;10:38:22;1118;649;32.4;0.08;21.8;39.6;0.103;23.396;227.745
V5;S;4;L_V5_4;9;08/10/2020;10:39:01;1075;1185;33;0.048;23.9;39.6;0.103;23.396;227.745
V5;S;4;L_V5_4;9;08/10/2020;10:38:02;1141;434;32;0.117;21.3;39.6;0.103;23.396;227.745
V5;S;4;L_V5_4;9;08/10/2020;10:39:21;1040;1546;33.4;0.038;24.7;39.6;0.103;23.396;227.745
V5;S;7;L_V5_7;9;06/10/2020;10:51:16;1443;0;31.4;0.687;0;57.1;0.252;94.195;373.071
V5;S;7;L_V5_7;9;06/10/2020;10:51:36;1454;129;30.9;0.619;33.5;57.1;0.252;94.195;373.071
V5;S;7;L_V5_7;9;06/10/2020;10:53:35;1145;1185;31.9;0.191;95.1;57.1;0.252;94.195;373.071
V5;S;7;L_V5_7;9;06/10/2020;10:52:35;1346;434;30.9;0.409;74.6;57.1;0.252;94.195;373.071
V5;S;7;L_V5_7;9;06/10/2020;10:51:55;1449;196;30.7;0.586;48.2;57.1;0.252;94.195;373.071
V5;S;7;L_V5_7;9;06/10/2020;10:53:15;1213;848;31.6;0.254;90.5;57.1;0.252;94.195;373.071
V5;S;7;L_V5_7;9;06/10/2020;10:53:55;1078;1546;32.4;0.152;98.7;57.1;0.252;94.195;373.071
V5;S;7;L_V5_7;9;06/10/2020;10:52:55;1275;649;31.1;0.308;84;57.1;0.252;94.195;373.071
V5;S;7;L_V5_7;9;06/10/2020;10:52:15;1407;294;30.9;0.507;62.6;57.1;0.252;94.195;373.071
V5;S;8;L_V5_8;9;07/10/2020;10:27:12;1280;294;29.1;0.535;66.1;49.1;0.239;116.668;487.357
V5;S;8;L_V5_8;9;07/10/2020;10:27:32;1191;433;29.3;0.438;79.7;49.1;0.239;116.668;487.357
V5;S;8;L_V5_8;9;07/10/2020;10:27:52;1083;648;29.4;0.355;96.6;49.1;0.239;116.668;487.357
V5;S;8;L_V5_8;9;07/10/2020;10:28:12;1041;846;29.6;0.295;104.8;49.1;0.239;116.668;487.357
V5;S;8;L_V5_8;9;07/10/2020;10:28:32;964;1183;29.8;0.232;115.3;49.1;0.239;116.668;487.357
V5;S;8;L_V5_8;9;07/10/2020;10:28:52;901;1543;30.1;0.189;122.5;49.1;0.239;116.668;487.357
V5;S;8;L_V5_8;9;07/10/2020;10:26:32;1306;129;29.1;0.623;33.8;49.1;0.239;116.668;487.357
V5;S;8;L_V5_8;9;07/10/2020;10:26:52;1320;196;29.1;0.595;49;49.1;0.239;116.668;487.357
V5;S;8;L_V5_8;9;07/10/2020;10:26:12;1292;0;29.6;0.678;0;49.1;0.239;116.668;487.357
V5;S;9;L_V5_9;9;08/10/2020;10:43:11;938;848;31.3;0.272;96.9;57.7;0.248;103.366;417.155
V5;S;9;L_V5_9;9;08/10/2020;10:43:51;760;1548;31.9;0.163;106;57.7;0.248;103.366;417.155
V5;S;9;L_V5_9;9;08/10/2020;10:42:51;1064;649;30.9;0.328;89.4;57.7;0.248;103.366;417.155
V5;S;9;L_V5_9;9;08/10/2020;10:42:31;1165;434;30.6;0.424;77.3;57.7;0.248;103.366;417.155
V5;S;9;L_V5_9;9;08/10/2020;10:41:51;1356;196;30.3;0.587;48.3;57.7;0.248;103.366;417.155
V5;S;9;L_V5_9;9;08/10/2020;10:41:31;1394;129;30.4;0.625;33.9;57.7;0.248;103.366;417.155
V5;S;9;L_V5_9;9;08/10/2020;10:43:31;837;1186;31.6;0.214;106.6;57.7;0.248;103.366;417.155
V5;S;9;L_V5_9;9;08/10/2020;10:42:11;1248;294;30.4;0.524;64.7;57.7;0.248;103.366;417.155
V5;S;9;L_V5_9;9;08/10/2020;10:41:11;1345;0;30.7;0.685;0;57.7;0.248;103.366;417.155
V6;C;2;C_V6_2;9;06/10/2020;09:30:25;861;434;30.6;0.273;49.8;29.4;0.238;51.6;216.986
V6;C;2;C_V6_2;9;06/10/2020;09:29:05;1332;0;31.2;0.631;0;29.4;0.238;51.6;216.986
V6;C;2;C_V6_2;9;06/10/2020;09:30:05;976;294;30.6;0.364;44.9;29.4;0.238;51.6;216.986
V6;C;2;C_V6_2;9;06/10/2020;09:31:45;661;1547;31.8;0.079;51.3;29.4;0.238;51.6;216.986
V6;C;2;C_V6_2;9;06/10/2020;09:29:25;1284;129;30.6;0.512;27.7;29.4;0.238;51.6;216.986
V6;C;2;C_V6_2;9;06/10/2020;09:29:45;1127;196;30.5;0.45;37;29.4;0.238;51.6;216.986
V6;C;2;C_V6_2;9;06/10/2020;09:31:25;692;1186;31.4;0.104;51.8;29.4;0.238;51.6;216.986
V6;C;2;C_V6_2;9;06/10/2020;09:31:05;729;848;31.1;0.144;51.3;29.4;0.238;51.6;216.986
V6;C;2;C_V6_2;9;06/10/2020;09:30:45;778;649;30.9;0.19;51.8;29.4;0.238;51.6;216.986
V6;C;3;C_V6_3;9;07/10/2020;08:45:41;749;1160;29.8;0.081;39.5;38.4;0.209;39.863;190.293
V6;C;3;C_V6_3;9;07/10/2020;08:46:01;705;1513;30;0.065;41.3;38.4;0.209;39.863;190.293
V6;C;3;C_V6_3;9;07/10/2020;08:45:21;836;829;29.4;0.116;40.4;38.4;0.209;39.863;190.293
V6;C;3;C_V6_3;9;07/10/2020;08:43:21;1457;0;29.3;0.69;0;38.4;0.209;39.863;190.293
V6;C;3;C_V6_3;9;07/10/2020;08:44:01;1036;191;29;0.375;30.1;38.4;0.209;39.863;190.293
V6;C;3;C_V6_3;9;07/10/2020;08:45:01;899;634;29.1;0.148;39.4;38.4;0.209;39.863;190.293
V6;C;3;C_V6_3;9;07/10/2020;08:44:41;917;423;29.1;0.214;38;38.4;0.209;39.863;190.293
V6;C;3;C_V6_3;9;07/10/2020;08:44:21;949;287;29.1;0.294;35.4;38.4;0.209;39.863;190.293
V6;C;3;C_V6_3;9;07/10/2020;08:43:41;1162;126;29.1;0.455;24.1;38.4;0.209;39.863;190.293
V6;C;4;C_V6_4;9;08/10/2020;08:40:26;909;636;29.1;0.173;46.2;35.1;0.238;47.416;199.135
V6;C;4;C_V6_4;9;08/10/2020;08:39:26;1146;192;28.8;0.432;34.8;35.1;0.238;47.416;199.135
V6;C;4;C_V6_4;9;08/10/2020;08:41:06;785;1165;29.7;0.098;48;35.1;0.238;47.416;199.135
V6;C;4;C_V6_4;9;08/10/2020;08:39:46;1028;288;29;0.338;40.9;35.1;0.238;47.416;199.135
V6;C;4;C_V6_4;9;08/10/2020;08:40:46;845;831;29.4;0.137;47.8;35.1;0.238;47.416;199.135
V6;C;4;C_V6_4;9;08/10/2020;08:38:46;1496;0;29.6;0.703;0;35.1;0.238;47.416;199.135
V6;C;4;C_V6_4;9;08/10/2020;08:41:26;735;1519;29.9;0.075;47.8;35.1;0.238;47.416;199.135
V6;C;4;C_V6_4;9;08/10/2020;08:40:06;964;425;28.9;0.262;46.8;35.1;0.238;47.416;199.135
V6;C;4;C_V6_4;9;08/10/2020;08:39:06;1319;126;29.1;0.53;28;35.1;0.238;47.416;199.135
V6;C;7;C_V6_7;9;06/10/2020;09:27:09;776;1183;31.6;0.104;51.7;36.1;0.269;52.573;195.694
V6;C;7;C_V6_7;9;06/10/2020;09:26:29;832;648;31.1;0.196;53.3;36.1;0.269;52.573;195.694
V6;C;7;C_V6_7;9;06/10/2020;09:26:49;805;846;31.4;0.152;54;36.1;0.269;52.573;195.694
V6;C;7;C_V6_7;9;06/10/2020;09:24:49;1243;0;31.1;0.635;0;36.1;0.269;52.573;195.694
V6;C;7;C_V6_7;9;06/10/2020;09:25:09;1355;129;30.6;0.543;29.4;36.1;0.269;52.573;195.694
V6;C;7;C_V6_7;9;06/10/2020;09:26:09;898;433;30.9;0.292;53.1;36.1;0.269;52.573;195.694
V6;C;7;C_V6_7;9;06/10/2020;09:25:29;1166;196;30.6;0.488;40.2;36.1;0.269;52.573;195.694
V6;C;7;C_V6_7;9;06/10/2020;09:25:49;1001;293;30.7;0.392;48.2;36.1;0.269;52.573;195.694
V6;C;7;C_V6_7;9;06/10/2020;09:27:29;747;1544;32;0.076;49.3;36.1;0.269;52.573;195.694
V6;C;8;C_V6_8;9;07/10/2020;08:41:27;843;826;29.4;0.106;36.8;33.8;0.23;35.748;155.482
V6;C;8;C_V6_8;9;07/10/2020;08:41:07;891;631;29.2;0.136;36;33.8;0.23;35.748;155.482
V6;C;8;C_V6_8;9;07/10/2020;08:40:27;1016;286;28.9;0.281;33.8;33.8;0.23;35.748;155.482
V6;C;8;C_V6_8;9;07/10/2020;08:39:47;1272;125;29.1;0.461;24.2;33.8;0.23;35.748;155.482
V6;C;8;C_V6_8;9;07/10/2020;08:40:47;947;422;29.1;0.202;35.8;33.8;0.23;35.748;155.482
V6;C;8;C_V6_8;9;07/10/2020;08:40:07;1107;190;28.9;0.371;29.6;33.8;0.23;35.748;155.482
V6;C;8;C_V6_8;9;07/10/2020;08:42:07;758;1508;29.8;0.054;34.2;33.8;0.23;35.748;155.482
V6;C;8;C_V6_8;9;07/10/2020;08:41:47;800;1156;29.5;0.074;35.9;33.8;0.23;35.748;155.482
V6;C;8;C_V6_8;9;07/10/2020;08:39:27;1546;0;29.4;0.694;0;33.8;0.23;35.748;155.482
V6;C;9;C_V6_9;9;08/10/2020;08:34:37;1492;0;29.8;0.692;0;32.9;0.213;33.311;156.209
V6;C;9;C_V6_9;9;08/10/2020;08:34:57;1319;125;29.1;0.431;22.6;32.9;0.213;33.311;156.209
V6;C;9;C_V6_9;9;08/10/2020;08:35:37;1052;287;29.1;0.259;31.2;32.9;0.213;33.311;156.209
V6;C;9;C_V6_9;9;08/10/2020;08:35:57;971;423;29.1;0.187;33.2;32.9;0.213;33.311;156.209
V6;C;9;C_V6_9;9;08/10/2020;08:36:17;924;633;29.2;0.127;33.8;32.9;0.213;33.311;156.209
V6;C;9;C_V6_9;9;08/10/2020;08:36:37;874;828;29.3;0.098;34.1;32.9;0.213;33.311;156.209
V6;C;9;C_V6_9;9;08/10/2020;08:36:57;818;1159;29.6;0.067;32.6;32.9;0.213;33.311;156.209
V6;C;9;C_V6_9;9;08/10/2020;08:37:17;772;1510;29.7;0.052;33;32.9;0.213;33.311;156.209
V6;C;9;C_V6_9;9;08/10/2020;08:35:17;1170;191;29.1;0.344;27.6;32.9;0.213;33.311;156.209
V6;S-AF;2;D_V6_2;9;06/10/2020;09:54:39;1230;0;29.9;0.713;0;44.9;0.262;99.499;379.114
V6;S-AF;2;D_V6_2;9;06/10/2020;09:56:39;956;847;29.9;0.265;94.3;44.9;0.262;99.499;379.114
V6;S-AF;2;D_V6_2;9;06/10/2020;09:56:59;881;1184;29.9;0.199;99;44.9;0.262;99.499;379.114
V6;S-AF;2;D_V6_2;9;06/10/2020;09:54:59;1203;129;29.6;0.638;34.6;44.9;0.262;99.499;379.114
V6;S-AF;2;D_V6_2;9;06/10/2020;09:55:19;1173;196;29.4;0.602;49.6;44.9;0.262;99.499;379.114
V6;S-AF;2;D_V6_2;9;06/10/2020;09:55:39;1131;294;29.4;0.534;65.9;44.9;0.262;99.499;379.114
V6;S-AF;2;D_V6_2;9;06/10/2020;09:56:19;1013;649;29.6;0.317;86.4;44.9;0.262;99.499;379.114
V6;S-AF;2;D_V6_2;9;06/10/2020;09:57:19;793;1545;30.1;0.165;107.1;44.9;0.262;99.499;379.114
V6;S-AF;2;D_V6_2;9;06/10/2020;09:55:59;1050;434;29.6;0.44;80.2;44.9;0.262;99.499;379.114
V6;S-AF;3;D_V6_3;9;07/10/2020;09:42:36;828;649;30.9;0.205;55.9;39.3;0.182;59.745;327.542
V6;S-AF;3;D_V6_3;9;07/10/2020;09:43:36;730;1547;31.6;0.095;61.7;39.3;0.182;59.745;327.542
V6;S-AF;3;D_V6_3;9;07/10/2020;09:41:36;1065;196;30.6;0.408;33.6;39.3;0.182;59.745;327.542
V6;S-AF;3;D_V6_3;9;07/10/2020;09:42:16;877;434;30.9;0.273;49.8;39.3;0.182;59.745;327.542
V6;S-AF;3;D_V6_3;9;07/10/2020;09:41:16;1204;129;30.7;0.45;24.4;39.3;0.182;59.745;327.542
V6;S-AF;3;D_V6_3;9;07/10/2020;09:41:56;949;294;30.9;0.34;42;39.3;0.182;59.745;327.542
V6;S-AF;3;D_V6_3;9;07/10/2020;09:42:56;783;847;31.1;0.158;56.2;39.3;0.182;59.745;327.542
V6;S-AF;3;D_V6_3;9;07/10/2020;09:40:56;1624;0;30.4;0.692;0;39.3;0.182;59.745;327.542
V6;S-AF;3;D_V6_3;9;07/10/2020;09:43:16;753;1186;31.4;0.126;62.8;39.3;0.182;59.745;327.542
V6;S-AF;4;D_V6_4;9;08/10/2020;09:28:13;1533;0;30.1;0.715;0;39.9;0.219;66.932;306.017
V6;S-AF;4;D_V6_4;9;08/10/2020;09:30:33;890;1187;31.3;0.138;68.8;39.9;0.219;66.932;306.017
V6;S-AF;4;D_V6_4;9;08/10/2020;09:30:53;824;1547;31.6;0.108;70.2;39.9;0.219;66.932;306.017
V6;S-AF;4;D_V6_4;9;08/10/2020;09:29:13;1111;294;30.2;0.4;49.4;39.9;0.219;66.932;306.017
V6;S-AF;4;D_V6_4;9;08/10/2020;09:30:13;962;849;30.9;0.185;66;39.9;0.219;66.932;306.017
V6;S-AF;4;D_V6_4;9;08/10/2020;09:28:33;1293;129;30.1;0.534;28.9;39.9;0.219;66.932;306.017
V6;S-AF;4;D_V6_4;9;08/10/2020;09:28:53;1190;196;30.1;0.479;39.4;39.9;0.219;66.932;306.017
V6;S-AF;4;D_V6_4;9;08/10/2020;09:29:53;1025;650;30.6;0.224;61.2;39.9;0.219;66.932;306.017
V6;S-AF;4;D_V6_4;9;08/10/2020;09:29:33;1070;434;30.4;0.311;56.7;39.9;0.219;66.932;306.017
V6;S-AF;7;D_V6_7;9;06/10/2020;09:50:02;1147;294;29.3;0.458;56.6;39.9;0.251;75.017;298.66
V6;S-AF;7;D_V6_7;9;06/10/2020;09:49:22;1356;129;29.4;0.602;32.6;39.9;0.251;75.017;298.66
V6;S-AF;7;D_V6_7;9;06/10/2020;09:51:02;966;847;29.7;0.207;73.6;39.9;0.251;75.017;298.66
V6;S-AF;7;D_V6_7;9;06/10/2020;09:50:22;1078;433;29.4;0.351;63.8;39.9;0.251;75.017;298.66
V6;S-AF;7;D_V6_7;9;06/10/2020;09:50:42;1021;649;29.6;0.252;68.7;39.9;0.251;75.017;298.66
V6;S-AF;7;D_V6_7;9;06/10/2020;09:49:02;1383;0;29.4;0.693;0;39.9;0.251;75.017;298.66
V6;S-AF;7;D_V6_7;9;06/10/2020;09:51:22;899;1185;30;0.154;76.6;39.9;0.251;75.017;298.66
V6;S-AF;7;D_V6_7;9;06/10/2020;09:51:42;855;1545;30.5;0.123;79.8;39.9;0.251;75.017;298.66
V6;S-AF;7;D_V6_7;9;06/10/2020;09:49:42;1242;196;29.2;0.545;44.9;39.9;0.251;75.017;298.66
V6;S-AF;8;D_V6_8;9;07/10/2020;09:37:03;1444;0;31;0.721;0;39.6;0.264;93.19;353.328
V6;S-AF;8;D_V6_8;9;07/10/2020;09:38:03;1311;294;30.1;0.503;62.1;39.6;0.264;93.19;353.328
V6;S-AF;8;D_V6_8;9;07/10/2020;09:37:23;1503;129;30.2;0.631;34.2;39.6;0.264;93.19;353.328
V6;S-AF;8;D_V6_8;9;07/10/2020;09:38:23;1204;434;30.3;0.436;79.5;39.6;0.264;93.19;353.328
V6;S-AF;8;D_V6_8;9;07/10/2020;09:37:43;1422;196;30.1;0.583;48;39.6;0.264;93.19;353.328
V6;S-AF;8;D_V6_8;9;07/10/2020;09:39:23;1045;1186;30.6;0.182;90.7;39.6;0.264;93.19;353.328
V6;S-AF;8;D_V6_8;9;07/10/2020;09:39:03;1092;848;30.5;0.26;92.6;39.6;0.264;93.19;353.328
V6;S-AF;8;D_V6_8;9;07/10/2020;09:39:43;946;1546;30.9;0.15;97.4;39.6;0.264;93.19;353.328
V6;S-AF;8;D_V6_8;9;07/10/2020;09:38:43;1165;649;30.4;0.31;84.5;39.6;0.264;93.19;353.328
V6;S-AF;9;D_V6_9;9;08/10/2020;09:25:01;1047;434;29.6;0.28;51;41.1;0.202;60.478;299.28
V6;S-AF;9;D_V6_9;9;08/10/2020;09:25:41;917;849;30.1;0.169;60.3;41.1;0.202;60.478;299.28
V6;S-AF;9;D_V6_9;9;08/10/2020;09:26:01;849;1188;30.6;0.126;62.9;41.1;0.202;60.478;299.28
V6;S-AF;9;D_V6_9;9;08/10/2020;09:26:21;792;1547;30.9;0.097;63;41.1;0.202;60.478;299.28
V6;S-AF;9;D_V6_9;9;08/10/2020;09:24:41;1115;294;29.6;0.362;44.7;41.1;0.202;60.478;299.28
V6;S-AF;9;D_V6_9;9;08/10/2020;09:25:21;983;650;30.1;0.202;55.1;41.1;0.202;60.478;299.28
V6;S-AF;9;D_V6_9;9;08/10/2020;09:24:01;1326;129;29.6;0.506;27.4;41.1;0.202;60.478;299.28
V6;S-AF;9;D_V6_9;9;08/10/2020;09:24:21;1210;196;29.4;0.441;36.3;41.1;0.202;60.478;299.28
V6;S-AF;9;D_V6_9;9;08/10/2020;09:23:41;1598;0;30.1;0.737;0;41.1;0.202;60.478;299.28
V6;S;2;L_V6_2;9;06/10/2020;10:42:39;1161;196;28.8;0.428;35.2;36.5;0.208;52.874;253.609
V6;S;2;L_V6_2;9;06/10/2020;10:42:59;1095;294;29.1;0.341;42.1;36.5;0.208;52.874;253.609
V6;S;2;L_V6_2;9;06/10/2020;10:43:19;1041;433;29.3;0.256;46.6;36.5;0.208;52.874;253.609
V6;S;2;L_V6_2;9;06/10/2020;10:41:59;1512;0;28.7;0.729;0;36.5;0.208;52.874;253.609
V6;S;2;L_V6_2;9;06/10/2020;10:42:19;1267;129;28.8;0.497;26.9;36.5;0.208;52.874;253.609
V6;S;2;L_V6_2;9;06/10/2020;10:43:59;921;847;29.6;0.149;53;36.5;0.208;52.874;253.609
V6;S;2;L_V6_2;9;06/10/2020;10:44:19;865;1185;30.1;0.113;56.2;36.5;0.208;52.874;253.609
V6;S;2;L_V6_2;9;06/10/2020;10:44:39;809;1545;30.4;0.083;53.9;36.5;0.208;52.874;253.609
V6;S;2;L_V6_2;9;06/10/2020;10:43:39;983;648;29.4;0.183;49.8;36.5;0.208;52.874;253.609
V6;S;3;L_V6_3;9;07/10/2020;10:41:37;1133;196;30.5;0.606;49.9;43.5;0.255;114.555;448.393
V6;S;3;L_V6_3;9;07/10/2020;10:41:57;1096;294;30.6;0.542;66.9;43.5;0.255;114.555;448.393
V6;S;3;L_V6_3;9;07/10/2020;10:42:17;1023;434;30.4;0.459;83.7;43.5;0.255;114.555;448.393
V6;S;3;L_V6_3;9;07/10/2020;10:41:17;1101;129;31;0.624;33.8;43.5;0.255;114.555;448.393
V6;S;3;L_V6_3;9;07/10/2020;10:40:57;1082;0;31.5;0.676;0;43.5;0.255;114.555;448.393
V6;S;3;L_V6_3;9;07/10/2020;10:42:57;936;848;30.5;0.286;101.9;43.5;0.255;114.555;448.393
V6;S;3;L_V6_3;9;07/10/2020;10:43:17;906;1186;30.6;0.233;116.1;43.5;0.255;114.555;448.393
V6;S;3;L_V6_3;9;07/10/2020;10:43:37;833;1546;30.6;0.182;118.2;43.5;0.255;114.555;448.393
V6;S;3;L_V6_3;9;07/10/2020;10:42:37;991;649;30.6;0.376;102.5;43.5;0.255;114.555;448.393
V6;S;4;L_V6_4;9;08/10/2020;10:29:50;1353;433;29.1;0.218;39.6;42.2;0.195;45.923;235.555
V6;S;4;L_V6_4;9;08/10/2020;10:29:10;1481;196;28.6;0.384;31.6;42.2;0.195;45.923;235.555
V6;S;4;L_V6_4;9;08/10/2020;10:29:30;1409;294;28.8;0.307;37.9;42.2;0.195;45.923;235.555
V6;S;4;L_V6_4;9;08/10/2020;10:30:10;1291;648;29.3;0.155;42.2;42.2;0.195;45.923;235.555
V6;S;4;L_V6_4;9;08/10/2020;10:28:50;1583;129;28.8;0.472;25.6;42.2;0.195;45.923;235.555
V6;S;4;L_V6_4;9;08/10/2020;10:30:50;1186;1184;29.6;0.11;54.7;42.2;0.195;45.923;235.555
V6;S;4;L_V6_4;9;08/10/2020;10:31:10;1164;1543;30.1;0.07;45.4;42.2;0.195;45.923;235.555
V6;S;4;L_V6_4;9;08/10/2020;10:30:30;1229;846;29.4;0.124;44.1;42.2;0.195;45.923;235.555
V6;S;4;L_V6_4;9;08/10/2020;10:28:30;1612;0;29.4;0.728;0;42.2;0.195;45.923;235.555
V6;S;7;L_V6_7;9;06/10/2020;10:48:10;1005;847;30.5;0.184;65.5;37.8;0.241;65.839;273.389
V6;S;7;L_V6_7;9;06/10/2020;10:48:30;932;1185;30.9;0.137;68.2;37.8;0.241;65.839;273.389
V6;S;7;L_V6_7;9;06/10/2020;10:48:50;869;1545;31.2;0.105;68.1;37.8;0.241;65.839;273.389
V6;S;7;L_V6_7;9;06/10/2020;10:46:10;1457;0;30.1;0.706;0;37.8;0.241;65.839;273.389
V6;S;7;L_V6_7;9;06/10/2020;10:46:30;1434;129;29.8;0.578;31.3;37.8;0.241;65.839;273.389
V6;S;7;L_V6_7;9;06/10/2020;10:46:50;1328;196;29.8;0.504;41.5;37.8;0.241;65.839;273.389
V6;S;7;L_V6_7;9;06/10/2020;10:47:10;1222;294;29.9;0.413;51;37.8;0.241;65.839;273.389
V6;S;7;L_V6_7;9;06/10/2020;10:47:30;1149;433;30;0.318;57.8;37.8;0.241;65.839;273.389
V6;S;7;L_V6_7;9;06/10/2020;10:47:50;1077;648;30.2;0.227;61.8;37.8;0.241;65.839;273.389
V6;S;8;L_V6_8;9;07/10/2020;10:36:40;1419;0;31.8;0.698;0;42.4;0.218;72.652;333.322
V6;S;8;L_V6_8;9;07/10/2020;10:37:00;1250;129;31.5;0.539;29.2;42.4;0.218;72.652;333.322
V6;S;8;L_V6_8;9;07/10/2020;10:37:20;1100;196;31.4;0.485;39.9;42.4;0.218;72.652;333.322
V6;S;8;L_V6_8;9;07/10/2020;10:37:40;1007;294;31.6;0.413;51;42.4;0.218;72.652;333.322
V6;S;8;L_V6_8;9;07/10/2020;10:39:20;772;1545;32.4;0.117;75.9;42.4;0.218;72.652;333.322
V6;S;8;L_V6_8;9;07/10/2020;10:38:00;941;433;31.7;0.332;60.4;42.4;0.218;72.652;333.322
V6;S;8;L_V6_8;9;07/10/2020;10:38:20;876;648;31.9;0.243;66.1;42.4;0.218;72.652;333.322
V6;S;8;L_V6_8;9;07/10/2020;10:38:40;833;847;32;0.202;71.9;42.4;0.218;72.652;333.322
V6;S;8;L_V6_8;9;07/10/2020;10:39:00;796;1184;32.2;0.147;73.1;42.4;0.218;72.652;333.322
V6;S;9;L_V6_9;9;08/10/2020;10:32:35;1276;129;29.4;0.606;32.8;40.9;0.239;91.514;382.56
V6;S;9;L_V6_9;9;08/10/2020;10:34:55;782;1545;30.7;0.145;94.1;40.9;0.239;91.514;382.56
V6;S;9;L_V6_9;9;08/10/2020;10:34:15;823;846;30.4;0.256;91;40.9;0.239;91.514;382.56
V6;S;9;L_V6_9;9;08/10/2020;10:34:35;803;1185;30.5;0.182;90.6;40.9;0.239;91.514;382.56
V6;S;9;L_V6_9;9;08/10/2020;10:32:15;1407;0;29.7;0.709;0;40.9;0.239;91.514;382.56
V6;S;9;L_V6_9;9;08/10/2020;10:32:55;1128;196;29.5;0.56;46.1;40.9;0.239;91.514;382.56
V6;S;9;L_V6_9;9;08/10/2020;10:33:15;1006;294;29.6;0.475;58.7;40.9;0.239;91.514;382.56
V6;S;9;L_V6_9;9;08/10/2020;10:33:35;910;433;29.8;0.388;70.6;40.9;0.239;91.514;382.56
V6;S;9;L_V6_9;9;08/10/2020;10:33:55;848;648;30;0.303;82.5;40.9;0.239;91.514;382.56
V7;C;2;C_V7_2;9;06/10/2020;09:07:39;1307;290;29.6;0.423;51.5;36.3;0.26;63.756;245.258
V7;C;2;C_V7_2;9;06/10/2020;09:08:59;935;1173;30.6;0.133;65.5;36.3;0.26;63.756;245.258
V7;C;2;C_V7_2;9;06/10/2020;09:08:19;1101;641;30.1;0.227;61.1;36.3;0.26;63.756;245.258
V7;C;2;C_V7_2;9;06/10/2020;09:09:19;860;1528;31.1;0.099;63.5;36.3;0.26;63.756;245.258
V7;C;2;C_V7_2;9;06/10/2020;09:07:59;1199;428;29.9;0.323;58.1;36.3;0.26;63.756;245.258
V7;C;2;C_V7_2;9;06/10/2020;09:06:39;1492;0;29.9;0.702;0;36.3;0.26;63.756;245.258
V7;C;2;C_V7_2;9;06/10/2020;09:06:59;1514;127;29.6;0.594;31.7;36.3;0.26;63.756;245.258
V7;C;2;C_V7_2;9;06/10/2020;09:07:19;1429;194;29.5;0.526;42.9;36.3;0.26;63.756;245.258
V7;C;2;C_V7_2;9;06/10/2020;09:08:39;1013;837;30.3;0.187;65.7;36.3;0.26;63.756;245.258
V7;C;3;C_V7_3;9;07/10/2020;08:52:11;1580;0;31.1;0.718;0;44.8;0.28;56.993;203.842
V7;C;3;C_V7_3;9;07/10/2020;08:54:51;791;1523;31.9;0.087;55.7;44.8;0.28;56.993;203.842
V7;C;3;C_V7_3;9;07/10/2020;08:54:31;847;1168;31.6;0.117;57.4;44.8;0.28;56.993;203.842
V7;C;3;C_V7_3;9;07/10/2020;08:53:11;1234;289;30.4;0.414;50.3;44.8;0.28;56.993;203.842
V7;C;3;C_V7_3;9;07/10/2020;08:53:31;1098;427;30.6;0.307;55.1;44.8;0.28;56.993;203.842
V7;C;3;C_V7_3;9;07/10/2020;08:53:51;996;638;30.9;0.213;57.1;44.8;0.28;56.993;203.842
V7;C;3;C_V7_3;9;07/10/2020;08:52:51;1403;193;30.4;0.518;42;44.8;0.28;56.993;203.842
V7;C;3;C_V7_3;9;07/10/2020;08:52:31;1552;126;30.4;0.599;31.7;44.8;0.28;56.993;203.842
V7;C;3;C_V7_3;9;07/10/2020;08:54:11;913;835;31.1;0.165;57.9;44.8;0.28;56.993;203.842
